timestamp,basket_momentum,momentum_strength,avg_relative_volume,volume_spike_ratio,avg_volatility,volatility_trend,avg_news_sentiment,positive_ticker_ratio,qqq_change_pct,agreement_strength,leader_gap,label
2026-04-01 12:07:31.382257,4.3355383675668016,5.482637089458105,1.364024523833153,0,14.903234889476709,0.593584714253703,0.20805940018889374,0.9419836308941126,-0.5924123622508968,0.383148504341307,1.8470930523222209,1
2026-04-01 12:22:31.382257,1.2517801180979546,2.6652596580322196,1.5308049809662907,1,14.637660439224664,0.49818025451349823,0.5274511981197374,0.2158684944626892,-0.2420012465946204,0.6718368324554083,0.41397637283313093,1
2026-04-01 12:37:31.382257,-3.750818627250344,5.3397760813226345,1.4251533123208753,0,5.842831412501259,0.015615465577484722,0.7843761548805268,0.4215288589038141,0.38231633411049026,0.8751400727171795,1.9507726936803447,0
2026-04-01 12:52:31.382257,1.89678079922062,3.576350084665309,1.8725094780390414,1,10.182255518998112,0.018813704987524105,0.29130177995744744,0.2722697361524642,0.29838501914457627,0.3541334225265462,0.5836926928021384,1
2026-04-01 13:07:31.382257,1.9951927891140784,3.2444189560864336,1.66129595456786,1,3.961255126457256,0.5773432980822979,0.6224786340435129,0.06843053695595724,-0.26624915743118205,0.9140792936773975,0.4124841952482947,1
2026-04-01 13:22:31.382257,2.3786428820767904,2.8362533168437043,1.1677875438298035,0,13.147060122120156,0.37025155741434945,0.5104436637781848,0.011413019820318615,-1.6228681147750845,0.10726293131716469,0.6695179726362872,1
2026-04-01 13:37:31.382257,-4.712961452282036,6.388027386677904,1.183182713015656,0,10.225039009588176,0.3777198898653894,0.47920761723850336,0.8948051839897916,-1.2499336978535034,0.47196080451141376,1.6135803296941265,0
2026-04-01 13:52:31.382257,-1.7270578195371034,2.485132562844997,1.2007374048408233,0,14.726373680750969,0.0793466685714016,0.35779980919431725,0.0958108256027922,1.0809992261150465,0.5671467207823722,1.408616370100894,0
2026-04-01 14:07:31.382257,2.4581754236557884,2.678262895699341,2.099429023129576,1,14.372358793369935,0.7424509068828248,0.44807054401698254,0.008025906036254415,-1.3644661417336637,0.4031803868172882,0.6252087998892224,1
2026-04-01 14:22:31.382257,-0.10616175513606763,1.4499122905162598,0.946472331645595,0,5.3896045178221925,0.3808942197741886,0.6887411985432654,0.9496527501297134,-0.21244300686296125,0.6457503675371042,1.522569156674286,0
2026-04-01 14:37:31.382257,-1.9090882427886182,1.988959041773031,0.9206743095048657,0,11.487316334981388,0.6715116959115497,0.2507149955667741,0.07406402318339045,-1.8717612719158359,0.23056209367323044,1.774706961226583,0
2026-04-01 14:52:31.382257,-3.542428786299322,5.262652031642258,2.2762604700193094,1,3.606287999912043,0.5683759337946522,0.5885654916154376,0.29919992048717836,-1.0557294141855706,0.39429785557107644,0.5895407863630509,0
2026-04-01 15:07:31.382257,-3.1787637293408233,3.916496523579576,1.6091364322740682,1,3.5709355516695167,0.8553480076648925,0.4541185581770169,0.17159445413997254,-0.8395230092896839,0.0334317159799008,1.8806153471267861,0
